Date,Temperature,Rainfall,WindSpeed,Port
2020-08-27,25.99,7.86,3.9,Mumbai
2020-08-28,25.99,56.94,3.88,Mumbai
2020-08-29,25.61,62.18,4.03,Mumbai
2020-08-30,25.89,31.07,4.55,Mumbai
2020-08-31,26.29,21.16,4.53,Mumbai
2020-09-01,26.29,7.35,3.01,Mumbai
2020-09-02,26.33,1.81,2.6,Mumbai
2020-09-03,26.68,1.03,2.04,Mumbai
2020-09-04,27.74,4.27,1.91,Mumbai
2020-09-05,28.23,14.84,1.77,Mumbai
2020-09-06,28.66,8.73,1.79,Mumbai
2020-09-07,27.93,11.46,1.99,Mumbai
2020-09-08,27.1,2.94,2.54,Mumbai
2020-09-09,26.11,5.77,1.99,Mumbai
2020-09-10,26.57,39.64,1.99,Mumbai
2020-09-11,26.72,11.8,1.82,Mumbai
2020-09-12,27.06,19.97,3.66,Mumbai
2020-09-13,26.37,6.26,4.23,Mumbai
2020-09-14,25.41,6.33,3.02,Mumbai
2020-09-15,25.17,4.01,2.4,Mumbai
2020-09-16,25.49,7.29,2.65,Mumbai
2020-09-17,25.94,9.09,2.84,Mumbai
2020-09-18,25.93,3.02,2.69,Mumbai
2020-09-19,26.38,13.15,2.98,Mumbai
2020-09-20,26.7,16.17,3.52,Mumbai
2020-09-21,26.47,10.41,4.15,Mumbai
2020-09-22,26.51,78.2,3.46,Mumbai
2020-09-23,25.94,57.73,3.98,Mumbai
2020-09-24,26.79,5.55,2.73,Mumbai
2020-09-25,26.22,11.68,2.98,Mumbai
2020-09-26,26.05,1.5,2.57,Mumbai
2020-09-27,26.07,1.95,2.29,Mumbai
2020-09-28,26.42,0.69,1.67,Mumbai
2020-09-29,26.12,0.68,2.15,Mumbai
2020-09-30,26.14,0.74,2.47,Mumbai
2020-10-01,26.02,0.68,2.28,Mumbai
2020-10-02,26.73,2.47,2.25,Mumbai
2020-10-03,27.37,10.81,2.1,Mumbai
2020-10-04,26.78,4.6,2.74,Mumbai
2020-10-05,26.83,0.68,2.27,Mumbai
2020-10-06,26.18,0.28,1.98,Mumbai
2020-10-07,27.54,0.44,1.84,Mumbai
2020-10-08,27.61,1.31,2.09,Mumbai
2020-10-09,27.93,0.27,1.59,Mumbai
2020-10-10,28.3,7.77,1.2,Mumbai
2020-10-11,27.88,11.12,1.47,Mumbai
2020-10-12,27.27,2.68,1.86,Mumbai
2020-10-13,28.16,8.22,1.33,Mumbai
2020-10-14,27.78,11.54,1.91,Mumbai
2020-10-15,26.77,48.81,4.54,Mumbai
2020-10-16,27.29,8.68,4.97,Mumbai
2020-10-17,26.7,3.26,3.63,Mumbai
2020-10-18,26.28,1.23,2.64,Mumbai
2020-10-19,25.74,5.39,2.24,Mumbai
2020-10-20,27.01,19.24,1.77,Mumbai
2020-10-21,27.55,5.03,1.77,Mumbai
2020-10-22,27.08,15.08,2.28,Mumbai
2020-10-23,26.77,5.36,2.31,Mumbai
2020-10-24,27.32,2.59,1.27,Mumbai
2020-10-25,27.27,2.74,1.36,Mumbai
2020-10-26,26.99,0.07,2.0,Mumbai
2020-10-27,26.66,0.0,2.1,Mumbai
2020-10-28,26.22,0.0,1.87,Mumbai
2020-10-29,25.85,0.0,2.19,Mumbai
2020-10-30,25.9,0.0,2.19,Mumbai
2020-10-31,25.41,0.0,2.31,Mumbai
2020-11-01,25.78,0.0,2.21,Mumbai
2020-11-02,26.55,0.0,2.11,Mumbai
2020-11-03,26.45,0.0,2.93,Mumbai
2020-11-04,25.46,0.0,2.89,Mumbai
2020-11-05,24.84,0.0,2.71,Mumbai
2020-11-06,23.71,0.0,3.51,Mumbai
2020-11-07,23.75,0.0,3.87,Mumbai
2020-11-08,24.75,0.0,3.78,Mumbai
2020-11-09,23.71,0.01,3.3,Mumbai
2020-11-10,22.15,0.0,4.14,Mumbai
2020-11-11,21.35,0.0,4.25,Mumbai
2020-11-12,22.08,0.0,3.76,Mumbai
2020-11-13,25.1,0.0,2.8,Mumbai
2020-11-14,26.39,0.01,2.6,Mumbai
2020-11-15,26.36,0.03,2.08,Mumbai
2020-11-16,26.18,0.0,2.73,Mumbai
2020-11-17,26.83,0.05,2.23,Mumbai
2020-11-18,25.82,0.08,2.47,Mumbai
2020-11-19,25.95,0.04,1.99,Mumbai
2020-11-20,26.16,0.22,1.79,Mumbai
2020-11-21,25.76,0.03,2.14,Mumbai
2020-11-22,24.66,0.0,2.54,Mumbai
2020-11-23,24.76,0.0,2.12,Mumbai
2020-11-24,24.77,0.0,1.77,Mumbai
2020-11-25,24.11,0.0,3.1,Mumbai
2020-11-26,23.63,0.0,3.17,Mumbai
2020-11-27,23.25,0.0,4.75,Mumbai
2020-11-28,23.77,0.01,3.91,Mumbai
2020-11-29,25.18,0.0,2.94,Mumbai
2020-11-30,25.84,0.0,2.14,Mumbai
2020-12-01,26.51,0.0,1.84,Mumbai
2020-12-02,25.27,0.01,2.65,Mumbai
2020-12-03,23.79,0.0,3.14,Mumbai
2020-12-04,23.63,0.0,3.09,Mumbai
2020-12-05,23.45,0.0,3.2,Mumbai
2020-12-06,22.73,0.0,3.96,Mumbai
2020-12-07,22.42,0.0,4.06,Mumbai
2020-12-08,22.86,0.02,3.94,Mumbai
2020-12-09,23.89,0.01,3.05,Mumbai
2020-12-10,25.17,0.26,2.23,Mumbai
2020-12-11,24.8,2.09,1.45,Mumbai
2020-12-12,24.67,0.89,2.05,Mumbai
2020-12-13,24.41,1.45,1.64,Mumbai
2020-12-14,24.29,7.19,1.83,Mumbai
2020-12-15,23.81,0.06,2.21,Mumbai
2020-12-16,23.82,0.0,2.39,Mumbai
2020-12-17,23.84,0.0,2.45,Mumbai
2020-12-18,23.59,0.0,2.92,Mumbai
2020-12-19,22.68,0.0,3.77,Mumbai
2020-12-20,21.55,0.25,4.19,Mumbai
2020-12-21,21.04,0.0,4.13,Mumbai
2020-12-22,20.86,0.0,3.17,Mumbai
2020-12-23,21.04,0.0,2.55,Mumbai
2020-12-24,22.25,0.0,2.55,Mumbai
2020-12-25,23.26,0.0,3.46,Mumbai
2020-12-26,23.4,0.0,3.21,Mumbai
2020-12-27,23.3,0.0,2.82,Mumbai
2020-12-28,21.27,0.0,2.54,Mumbai
2020-12-29,20.81,0.0,2.35,Mumbai
2020-12-30,22.19,0.0,2.3,Mumbai
2020-12-31,23.74,0.0,3.51,Mumbai
2021-01-01,24.52,0.03,3.03,Mumbai
2021-01-02,23.85,0.02,2.01,Mumbai
2021-01-03,23.59,0.01,1.91,Mumbai
2021-01-04,23.68,0.08,1.94,Mumbai
2021-01-05,23.33,0.08,2.04,Mumbai
2021-01-06,23.69,0.0,2.43,Mumbai
2021-01-07,24.45,0.6,1.89,Mumbai
2021-01-08,25.0,3.32,1.84,Mumbai
2021-01-09,25.53,3.92,1.88,Mumbai
2021-01-10,26.17,0.19,2.47,Mumbai
2021-01-11,26.9,0.02,2.36,Mumbai
2021-01-12,27.02,0.0,3.09,Mumbai
2021-01-13,26.35,0.0,2.74,Mumbai
2021-01-14,25.32,0.0,2.0,Mumbai
2021-01-15,24.75,0.0,2.64,Mumbai
2021-01-16,24.72,0.0,2.04,Mumbai
2021-01-17,25.22,0.0,2.07,Mumbai
2021-01-18,25.17,0.0,2.23,Mumbai
2021-01-19,25.09,0.0,2.15,Mumbai
2021-01-20,24.38,0.0,2.37,Mumbai
2021-01-21,22.98,0.0,2.31,Mumbai
2021-01-22,23.7,0.0,2.12,Mumbai
2021-01-23,23.92,0.0,2.1,Mumbai
2021-01-24,23.25,0.0,2.52,Mumbai
2021-01-25,22.63,0.0,2.91,Mumbai
2021-01-26,22.36,0.0,2.5,Mumbai
2021-01-27,22.04,0.0,2.64,Mumbai
2021-01-28,21.96,0.0,2.58,Mumbai
2021-01-29,22.34,0.0,2.84,Mumbai
2021-01-30,23.41,0.0,2.52,Mumbai
2021-01-31,23.95,0.0,2.62,Mumbai
2021-02-01,24.54,0.0,3.46,Mumbai
2021-02-02,24.89,0.0,3.73,Mumbai
2021-02-03,23.91,0.0,3.02,Mumbai
2021-02-04,23.69,0.0,2.68,Mumbai
2021-02-05,22.95,0.0,3.32,Mumbai
2021-02-06,23.35,0.0,3.38,Mumbai
2021-02-07,24.14,0.0,3.99,Mumbai
2021-02-08,24.25,0.0,3.44,Mumbai
2021-02-09,24.01,0.0,3.46,Mumbai
2021-02-10,24.15,0.0,2.64,Mumbai
2021-02-11,24.64,0.0,2.78,Mumbai
2021-02-12,24.72,0.0,2.73,Mumbai
2021-02-13,24.96,0.0,2.57,Mumbai
2021-02-14,25.01,0.0,2.34,Mumbai
2021-02-15,24.44,0.01,2.43,Mumbai
2021-02-16,24.01,0.0,2.73,Mumbai
2021-02-17,24.9,0.01,2.49,Mumbai
2021-02-18,26.01,3.26,2.13,Mumbai
2021-02-19,25.78,8.1,2.79,Mumbai
2021-02-20,25.37,0.0,3.42,Mumbai
2021-02-21,26.75,0.0,4.1,Mumbai
2021-02-22,27.47,0.0,2.87,Mumbai
2021-02-23,27.63,0.0,2.42,Mumbai
2021-02-24,27.53,0.0,2.76,Mumbai
2021-02-25,27.34,0.0,3.02,Mumbai
2021-02-26,27.1,0.0,2.97,Mumbai
2021-02-27,27.29,0.0,3.26,Mumbai
2021-02-28,29.01,0.0,2.89,Mumbai
2021-03-01,29.82,0.0,3.95,Mumbai
2021-03-02,29.2,0.0,3.63,Mumbai
2021-03-03,29.44,0.0,3.23,Mumbai
2021-03-04,29.38,0.0,3.49,Mumbai
2021-03-05,29.86,0.0,3.29,Mumbai
2021-03-06,28.84,0.0,2.23,Mumbai
2021-03-07,28.28,0.0,2.85,Mumbai
2021-03-08,28.34,0.0,3.07,Mumbai
2021-03-09,28.78,0.01,3.0,Mumbai
2021-03-10,28.69,0.01,2.64,Mumbai
2021-03-11,28.55,0.0,2.89,Mumbai
2021-03-12,28.86,0.0,2.94,Mumbai
2021-03-13,30.55,0.0,3.51,Mumbai
2021-03-14,29.97,0.0,2.86,Mumbai
2021-03-15,29.89,0.0,2.83,Mumbai
2021-03-16,30.42,0.0,2.86,Mumbai
2021-03-17,30.44,0.02,3.16,Mumbai
2021-03-18,30.44,0.09,2.91,Mumbai
2021-03-19,28.84,0.07,3.22,Mumbai
2021-03-20,28.48,0.01,2.68,Mumbai
2021-03-21,29.0,0.02,2.23,Mumbai
2021-03-22,29.7,1.46,2.28,Mumbai
2021-03-23,30.59,0.37,2.95,Mumbai
2021-03-24,32.07,0.04,3.18,Mumbai
2021-03-25,31.93,0.2,4.73,Mumbai
2021-03-26,31.51,0.0,3.36,Mumbai
2021-03-27,32.4,0.0,3.51,Mumbai
2021-03-28,31.83,0.01,2.7,Mumbai
2021-03-29,31.31,0.01,2.75,Mumbai
2021-03-30,29.89,0.0,2.26,Mumbai
2021-03-31,29.0,0.0,2.43,Mumbai
2021-04-01,29.12,0.04,2.4,Mumbai
2021-04-02,28.99,0.01,2.32,Mumbai
2021-04-03,28.9,0.0,2.45,Mumbai
2021-04-04,29.79,0.0,2.8,Mumbai
2021-04-05,30.38,0.0,3.0,Mumbai
2021-04-06,31.32,0.01,3.42,Mumbai
2021-04-07,31.36,0.0,3.21,Mumbai
2021-04-08,30.37,0.07,2.63,Mumbai
2021-04-09,30.81,0.04,2.45,Mumbai
2021-04-10,31.36,0.08,2.62,Mumbai
2021-04-11,32.31,0.91,1.94,Mumbai
2021-04-12,32.07,0.25,2.32,Mumbai
2021-04-13,32.59,1.78,2.01,Mumbai
2021-04-14,32.16,0.54,2.61,Mumbai
2021-04-15,31.34,0.32,2.63,Mumbai
2021-04-16,30.92,0.24,3.11,Mumbai
2021-04-17,31.08,0.0,3.67,Mumbai
2021-04-18,31.9,0.01,3.39,Mumbai
2021-04-19,31.11,0.0,2.54,Mumbai
2021-04-20,30.81,0.01,2.79,Mumbai
2021-04-21,29.69,0.57,2.57,Mumbai
2021-04-22,30.91,0.09,2.97,Mumbai
2021-04-23,30.81,0.01,2.89,Mumbai
2021-04-24,30.95,0.03,2.73,Mumbai
2021-04-25,32.01,0.26,2.92,Mumbai
2021-04-26,31.41,0.65,2.48,Mumbai
2021-04-27,31.83,0.47,2.25,Mumbai
2021-04-28,31.64,0.47,2.36,Mumbai
2021-04-29,31.47,0.39,2.83,Mumbai
2021-04-30,32.26,0.42,2.65,Mumbai
2021-05-01,32.85,0.57,2.66,Mumbai
2021-05-02,32.43,1.48,2.25,Mumbai
2021-05-03,32.52,1.39,2.49,Mumbai
2021-05-04,32.7,0.69,2.91,Mumbai
2021-05-05,32.69,1.2,2.83,Mumbai
2021-05-06,32.3,0.75,2.54,Mumbai
2021-05-07,32.49,0.8,2.5,Mumbai
2021-05-08,32.84,0.09,2.6,Mumbai
2021-05-09,32.61,0.38,2.64,Mumbai
2021-05-10,32.34,0.04,3.12,Mumbai
2021-05-11,32.04,0.01,3.19,Mumbai
2021-05-12,31.36,0.0,3.45,Mumbai
2021-05-13,30.99,0.12,2.71,Mumbai
2021-05-14,32.43,0.13,3.12,Mumbai
2021-05-15,34.65,3.09,3.82,Mumbai
2021-05-16,32.75,11.81,8.89,Mumbai
2021-05-17,28.09,192.72,14.62,Mumbai
2021-05-18,28.38,77.57,9.2,Mumbai
2021-05-19,28.52,12.87,4.58,Mumbai
2021-05-20,28.88,0.35,2.11,Mumbai
2021-05-21,29.12,0.26,2.12,Mumbai
2021-05-22,28.74,0.48,2.52,Mumbai
2021-05-23,28.31,0.34,2.81,Mumbai
2021-05-24,28.87,0.24,3.23,Mumbai
2021-05-25,29.01,0.18,3.74,Mumbai
2021-05-26,28.75,0.24,4.04,Mumbai
2021-05-27,29.23,0.21,4.05,Mumbai
2021-05-28,29.44,0.23,3.72,Mumbai
2021-05-29,29.4,3.98,2.66,Mumbai
2021-05-30,28.93,5.6,2.2,Mumbai
2021-05-31,28.69,10.8,2.17,Mumbai
2021-06-01,28.6,18.38,2.43,Mumbai
2021-06-02,28.78,14.08,1.86,Mumbai
2021-06-03,29.15,4.88,1.78,Mumbai
2021-06-04,29.08,3.62,1.37,Mumbai
2021-06-05,27.91,13.56,2.0,Mumbai
2021-06-06,28.29,10.04,2.75,Mumbai
2021-06-07,28.48,6.18,3.52,Mumbai
2021-06-08,28.27,31.0,3.51,Mumbai
2021-06-09,28.19,54.2,4.97,Mumbai
2021-06-10,27.56,55.91,5.42,Mumbai
2021-06-11,28.05,37.06,5.06,Mumbai
2021-06-12,28.24,32.49,4.84,Mumbai
2021-06-13,28.07,19.53,4.58,Mumbai
2021-06-14,28.55,5.61,4.59,Mumbai
2021-06-15,28.13,29.75,5.65,Mumbai
2021-06-16,27.79,43.4,5.36,Mumbai
2021-06-17,27.81,61.14,6.21,Mumbai
2021-06-18,27.82,54.49,6.73,Mumbai
2021-06-19,27.48,44.56,5.81,Mumbai
2021-06-20,27.5,19.16,5.1,Mumbai
2021-06-21,27.28,5.09,4.03,Mumbai
2021-06-22,27.48,4.08,3.79,Mumbai
2021-06-23,27.28,5.47,3.8,Mumbai
2021-06-24,27.29,10.57,3.84,Mumbai
2021-06-25,27.02,21.47,4.08,Mumbai
2021-06-26,27.18,7.69,4.08,Mumbai
2021-06-27,26.79,6.28,2.96,Mumbai
2021-06-28,26.25,26.0,3.39,Mumbai
2021-06-29,27.3,6.74,2.95,Mumbai
2021-06-30,27.11,3.91,3.11,Mumbai
2021-07-01,27.43,2.31,3.95,Mumbai
2021-07-02,27.59,0.85,4.4,Mumbai
2021-07-03,27.58,1.03,3.45,Mumbai
2021-07-04,27.53,0.99,2.47,Mumbai
2021-07-05,27.41,3.95,1.98,Mumbai
2021-07-06,27.52,2.78,2.07,Mumbai
2021-07-07,27.66,4.93,2.46,Mumbai
2021-07-08,27.64,20.77,2.83,Mumbai
2021-07-09,27.24,24.21,2.09,Mumbai
2021-07-10,26.93,9.61,2.25,Mumbai
2021-07-11,26.74,15.08,4.75,Mumbai
